44.4	0
50.4	6.082204799
57.3	6.200997862
65.1	6.272273699
73.95	6.319790924
84	6.319790924
95.25	6.319790924
108.75	6.319790924
123	6.319790924
140.25	6.319790924
159	6.343549537
180.75	6.343549537
205.5	6.343549537
233.25	6.296032312
264.75	6.200997862
300.75	6.082204799
342	5.915894512
